x,y,z,px,py,pz,phi,theta,charge
0.468761,-3.196630,20.000000,-11.240588,-3.112458,-10.947370,3.411719,2.324531,1.000000
4.878159,-0.348791,20.000000,0.172905,0.070551,-0.490457,0.387413,2.777784,1.000000
0.598658,1.767636,20.000000,-5.297931,-7.175541,-7.456199,4.076397,2.267076,-1.000000
1.360597,2.240631,20.000000,-0.105254,0.203109,-0.225022,2.048909,2.347954,1.000000
0.034854,-4.317438,20.000000,-1.936607,1.275574,-1.915725,2.559150,2.261261,1.000000
-1.451979,4.940910,20.000000,0.840822,0.601729,-1.335100,0.621148,2.482633,-1.000000
4.910004,3.445855,20.000000,0.096587,-0.121573,-0.171043,5.383756,2.404492,1.000000
3.277707,1.147847,20.000000,3.963682,6.547917,-10.134272,1.026463,2.494725,-1.000000
1.607279,3.762373,20.000000,-4.844240,-4.463779,-4.542151,3.886139,2.174465,-1.000000
0.732590,-0.111870,20.000000,-0.464851,-0.083912,-1.886140,3.320182,2.896200,1.000000
2.297479,-3.321540,20.000000,7.944071,-1.620559,-5.154542,6.081950,2.137096,1.000000
-0.258900,-2.171348,20.000000,0.705661,3.214979,-2.741038,1.354731,2.265196,-1.000000
2.609827,2.924208,20.000000,0.660244,-0.650810,-0.685466,5.504983,2.207468,-1.000000
-3.856160,3.264059,20.000000,0.030351,0.053636,-0.332789,1.055852,2.958482,-1.000000
3.556035,3.467473,20.000000,8.067190,7.036926,-19.085166,0.717293,2.630413,1.000000
2.385800,-2.169779,20.000000,-3.703622,-2.390953,-2.146619,3.714848,2.023945,-1.000000
1.629577,-1.296121,20.000000,3.920668,22.730005,-7.831438,1.399988,1.898112,1.000000
-4.204624,-1.592334,20.000000,0.097514,0.406151,-0.485912,1.335165,2.431548,1.000000
-3.178500,4.337248,20.000000,-0.292556,-0.211094,-1.396525,3.766636,2.888791,-1.000000
2.543168,3.740668,20.000000,0.911107,-0.900180,-1.343742,5.503820,2.380173,1.000000
4.244258,-4.879819,20.000000,1.030137,0.041007,-1.627221,0.039787,2.576857,-1.000000
2.444225,-1.251745,20.000000,0.749251,1.340204,-3.683764,1.061026,2.746681,1.000000
-0.032391,4.598362,20.000000,-0.953734,1.087890,-11.522084,2.290579,3.016682,-1.000000
2.530096,2.094367,20.000000,-0.690405,-0.047544,-2.943309,3.210348,2.910664,1.000000
-0.729061,4.443598,20.000000,0.760049,-1.228437,-2.305732,5.266454,2.581912,-1.000000
1.940474,-2.618896,20.000000,-0.065389,0.110080,-0.238105,2.106800,2.648216,1.000000
-1.812060,2.989778,20.000000,0.307451,2.210100,-3.484705,1.432571,2.572041,-1.000000
-2.719742,2.729810,20.000000,3.701218,5.218117,-10.990538,0.953855,2.614447,1.000000
-0.267164,-1.288319,20.000000,-0.238290,0.098943,-0.531407,2.748035,2.689587,1.000000
-3.271369,2.785300,20.000000,3.196129,0.054454,-6.959465,0.017036,2.711019,1.000000
1.123464,-1.295139,20.000000,-0.403693,-0.898956,-2.441461,4.290310,2.757964,-1.000000
4.295100,3.433222,20.000000,0.438981,0.006283,-1.165736,0.014312,2.781413,-1.000000
-0.903285,2.313931,20.000000,0.216472,0.343780,-1.032914,1.008837,2.766866,-1.000000
3.202828,3.127059,20.000000,0.065525,0.034389,-0.091665,0.483312,2.462419,1.000000
-4.570476,-3.852798,20.000000,-2.423057,5.574853,-3.252803,1.980804,2.062142,1.000000
-0.953921,-3.124639,20.000000,-0.434030,-0.451337,-6.299576,3.946536,3.042519,1.000000
-0.908281,-0.175619,20.000000,-0.036431,-0.022860,-0.113733,3.701977,2.780053,-1.000000
1.746051,1.395145,20.000000,-0.073016,0.043598,-0.835961,2.603305,3.040212,-1.000000
-3.808482,4.466386,20.000000,0.504314,-0.135330,-2.764266,6.021018,2.954898,1.000000
-3.003828,0.464410,20.000000,0.086595,-0.020339,-0.817856,6.052496,3.033257,-1.000000
2.854061,-4.894830,20.000000,0.225229,1.093426,-2.594837,1.367653,2.735299,-1.000000
-2.351619,3.684538,20.000000,-0.899405,-0.601226,-1.145999,3.730843,2.384980,1.000000
-3.241179,3.079760,20.000000,-1.630892,1.130917,-4.417489,2.535286,2.719348,-1.000000
3.602588,-2.198522,20.000000,0.219969,-0.237461,-1.340461,5.459566,2.904653,1.000000
-1.536788,2.430793,20.000000,-0.005080,0.004151,-0.019152,2.456549,2.811564,1.000000
2.443358,-2.473599,20.000000,-0.745027,0.040257,-0.421405,3.087611,2.084931,1.000000
-4.946729,3.820932,20.000000,1.433446,0.573180,-1.436496,0.380387,2.320207,1.000000
-0.926491,0.713212,20.000000,0.066538,0.103178,-0.265037,0.998023,2.707796,1.000000
-2.390327,3.151615,20.000000,-0.870877,1.697951,-1.671549,2.044710,2.290166,-1.000000
-2.232040,-4.240649,20.000000,0.393430,-0.231772,-0.515047,5.750814,2.416248,1.000000
1.887966,-1.189333,20.000000,-1.202292,-1.728512,-1.861128,4.104646,2.294658,-1.000000
-4.746954,-2.989102,20.000000,10.841393,0.542222,-9.488938,0.049972,2.289149,-1.000000
-4.570819,-4.472589,20.000000,3.514616,17.445746,-22.109929,1.371998,2.463872,1.000000
-1.808529,1.120453,20.000000,0.289225,-0.682635,-3.430244,5.113149,2.928737,1.000000
-0.554518,-1.916828,20.000000,-0.021316,0.022429,-0.660316,2.330753,3.094767,-1.000000
3.317423,-4.337187,20.000000,-2.387155,-2.254476,-2.197597,3.898414,2.160614,-1.000000
1.341941,-2.152556,20.000000,2.139782,0.876881,-3.703174,0.388925,2.583382,-1.000000
0.296580,1.088335,20.000000,0.054632,-0.611923,-0.809695,4.801432,2.492514,1.000000
3.096101,4.256564,20.000000,3.972013,-2.704183,-5.893336,5.685456,2.457560,1.000000
-3.989794,-4.718989,20.000000,-5.256604,-3.121567,-4.423029,3.677468,2.197104,1.000000
4.022605,4.276245,20.000000,-1.664539,-0.467337,-1.146301,3.415307,2.156273,1.000000
-2.502848,1.654072,20.000000,1.042039,1.657284,-1.934886,1.009496,2.350344,-1.000000
2.576663,-2.668548,20.000000,-0.999696,-1.252153,-2.622733,4.038635,2.593184,-1.000000
4.870508,1.737437,20.000000,0.893633,0.531776,-0.940143,0.536788,2.305862,-1.000000
0.884018,1.036798,20.000000,0.411787,-1.220244,-1.284579,5.037851,2.354922,1.000000
4.438806,1.879125,20.000000,-0.242944,-0.313958,-0.637399,4.053821,2.584570,-1.000000
2.021171,-3.369329,20.000000,0.022948,0.060093,-0.167165,1.206015,2.774256,1.000000
4.444067,4.145187,20.000000,1.492263,2.009351,-2.237821,0.932010,2.300344,1.000000
