x,y,z,px,py,pz,phi,theta,charge
4.037141,-2.402665,20.000000,0.802282,1.841491,-2.884327,1.159923,2.533282,1.000000
-1.621188,-2.028305,20.000000,0.478570,0.019893,-0.547644,0.041544,2.422974,-1.000000
0.846633,0.116380,20.000000,1.144033,0.442058,-1.939197,0.368730,2.577645,1.000000
1.342993,-1.660204,20.000000,-0.666950,-2.031042,-1.903385,4.395105,2.298266,1.000000
1.500536,0.578379,20.000000,-0.357657,-0.729643,-1.241847,4.256627,2.562174,1.000000
1.223308,0.109121,20.000000,-0.094558,-0.775684,-0.313552,4.591085,1.952386,1.000000
-2.529132,-2.584762,20.000000,-0.027810,-0.036822,-0.310073,4.065520,2.993861,1.000000
3.216221,-3.392895,20.000000,-0.007504,-0.021362,-0.082453,4.374574,2.873599,1.000000
-2.008429,2.785573,20.000000,0.459596,0.514582,-1.935984,0.841781,2.799246,1.000000
-2.535761,3.393364,20.000000,0.062052,0.070904,-0.102890,0.851877,2.400142,1.000000
-2.880648,-3.478935,20.000000,0.708961,0.195914,-4.146000,0.269611,2.966012,-1.000000
3.161655,0.304919,20.000000,1.006810,-3.939953,-2.927849,4.962574,2.194807,-1.000000
4.750468,-0.154728,20.000000,-1.763702,2.931554,-2.900089,2.112411,2.273942,-1.000000
3.195672,-1.531510,20.000000,-2.127154,0.063732,-6.179189,3.111640,2.809916,-1.000000
2.635857,-1.450616,20.000000,-0.389590,-0.081446,-0.852885,3.347680,2.704966,-1.000000
4.738476,2.982297,20.000000,-1.389209,-2.642752,-1.218638,4.228419,1.958323,-1.000000
0.187998,-4.406903,20.000000,0.414543,-0.811793,-0.977417,5.184521,2.391071,1.000000
4.954317,-1.360669,20.000000,0.428266,0.049257,-0.582216,0.114513,2.504245,1.000000
4.498674,-0.721652,20.000000,-0.804790,8.792548,-6.409292,1.662073,2.198702,1.000000
-1.112819,-3.678370,20.000000,-0.255556,-0.059014,-0.212182,3.368538,2.250993,1.000000
-1.494249,-2.333594,20.000000,-0.282328,0.332281,-3.076678,2.275096,3.000810,1.000000
4.010757,2.607782,20.000000,0.556989,-0.651166,-0.800970,5.419993,2.322480,-1.000000
-0.500309,0.404608,20.000000,-1.668207,-2.076094,-6.969006,4.035498,2.776559,1.000000
3.844689,3.389071,20.000000,0.872045,-0.684548,-1.062154,5.617663,2.334786,1.000000
3.049130,-3.506277,20.000000,-0.344614,-2.703678,-4.072538,4.585611,2.551803,1.000000
4.715501,2.025148,20.000000,0.337869,-0.442015,-1.115278,5.365033,2.678865,1.000000
-1.648987,-0.262253,20.000000,0.885903,-0.715172,-1.403180,5.604020,2.459935,1.000000
4.856450,-0.047310,20.000000,-1.816976,2.376532,-1.627150,2.223544,2.068957,1.000000
-0.302140,4.508946,20.000000,-0.412037,0.286659,-0.547260,2.533751,2.399358,1.000000
4.788919,-0.690397,20.000000,0.101587,-0.236915,-0.798129,5.117465,2.829193,-1.000000
1.251790,4.238002,20.000000,-0.089176,0.013854,-0.176956,2.987467,2.669986,-1.000000
2.991854,-2.909958,20.000000,-2.887357,3.805243,-3.492279,2.219896,2.202098,1.000000
4.245049,-3.148596,20.000000,-0.102549,-0.738801,-0.742015,4.574465,2.353594,-1.000000
2.585637,2.029505,20.000000,-0.389601,-0.153744,-0.447426,3.517452,2.389183,-1.000000
1.457964,-4.741699,20.000000,-2.065660,-0.595017,-2.735718,3.422052,2.475588,1.000000
-0.766044,3.163585,20.000000,-3.284956,-23.072757,-14.288459,4.570966,2.120789,-1.000000
2.902754,3.174575,20.000000,-0.798388,1.355093,-6.247021,2.103219,2.894951,-1.000000
0.694933,-3.299746,20.000000,-4.919257,-5.457667,-7.053845,3.978830,2.335809,1.000000
4.725333,1.376439,20.000000,2.492088,-0.206277,-11.870525,6.200601,2.933971,1.000000
-1.799529,4.559288,20.000000,3.584587,-0.495425,-3.614328,6.145846,2.355595,1.000000
3.357212,-2.396703,20.000000,1.427836,-4.177054,-8.554326,5.041766,2.665198,1.000000
0.720408,1.379086,20.000000,0.395969,1.172345,-1.073651,1.245069,2.285454,-1.000000
1.455134,-4.120704,20.000000,-0.222559,-2.646275,-6.744207,4.628484,2.766475,1.000000
-2.451638,3.912892,20.000000,0.043446,0.314783,-0.866646,1.433645,2.790151,-1.000000
